Kommunenummer,Kommune,MeteringPointTypeCode,Kilde,InstallertKapasitet,Dato,SistOppdatert
4001,Porsgrunn,E19,other,13.0,2025-03-29,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-29,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-29,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11720.0,2025-03-29,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-29,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7487.0,2025-03-29,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-29,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11720.0,2025-03-30,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-30,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-30,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-30,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-30,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-30,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7487.0,2025-03-30,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-30,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-30,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-01,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-01,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-01,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-01,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-01,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-01,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7487.0,2025-04-01,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11720.0,2025-04-01,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-01,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11721.0,2025-04-02,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-02,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7487.0,2025-04-02,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-02,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-03,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-03,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-03,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-03,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-03,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-03,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-03,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11721.0,2025-04-03,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7487.0,2025-04-03,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-04,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-04,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-04,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11821.0,2025-04-04,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-04,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7487.0,2025-04-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-05,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11821.0,2025-04-05,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-05,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-05,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-05,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7487.0,2025-04-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-06,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-06,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-06,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7487.0,2025-04-06,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-06,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11821.0,2025-04-06,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-06,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-06,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-06,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-07,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-07,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11821.0,2025-04-07,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-07,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-07,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-07,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-07,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7499.0,2025-04-07,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-07,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-08,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-08,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7499.0,2025-04-08,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11821.0,2025-04-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-08,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-08,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-09,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-09,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-09,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-09,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11821.0,2025-04-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7499.0,2025-04-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-10,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-10,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-10,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11838.0,2025-04-10,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-10,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7582.0,2025-04-10,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7582.0,2025-04-11,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-11,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-11,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-11,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-12,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-12,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-12,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7582.0,2025-04-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-12,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-12,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-13,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-13,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7582.0,2025-04-13,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-13,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-13,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-14,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-14,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-14,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-14,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-15,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-15,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-15,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-15,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-15,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-15,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-15,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-15,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-15,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-16,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-16,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-16,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-16,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-16,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-16,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-16,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-16,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-16,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-17,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-17,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-17,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-17,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-17,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-17,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-17,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-17,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-17,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-18,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-18,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-18,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-18,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-18,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-18,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-18,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-18,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-18,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-19,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-19,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-19,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-19,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-19,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-19,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-19,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-19,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-19,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-20,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-20,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-20,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-20,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-20,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-20,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-20,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-20,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-20,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-21,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-21,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-21,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-21,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-22,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-22,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-22,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-22,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-22,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-22,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-22,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-22,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-22,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-23,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-23,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-23,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-23,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-23,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-24,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-24,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-24,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-24,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-25,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-25,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12398.0,2025-04-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-25,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-25,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-25,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-26,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-26,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12398.0,2025-04-26,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-26,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-26,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-27,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-27,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-27,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-27,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-27,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12398.0,2025-04-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-28,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-28,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-28,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-28,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12398.0,2025-04-28,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-28,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-28,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-28,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-28,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-29,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-29,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-29,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-29,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-29,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-29,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-29,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-29,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12398.0,2025-04-29,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-01,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12398.0,2025-05-01,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-01,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-01,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-01,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-01,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-01,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-01,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7776.0,2025-05-01,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-02,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-02,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7776.0,2025-05-02,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-02,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12398.0,2025-05-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7776.0,2025-05-03,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12402.0,2025-05-03,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-03,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-03,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-03,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-03,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-03,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-03,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-03,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-04,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-04,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12402.0,2025-05-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-04,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-04,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7776.0,2025-05-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-04,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-05,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-05,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-05,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7776.0,2025-05-05,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12419.0,2025-05-05,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-06,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12419.0,2025-05-06,2025-06-25T08:29:56+02:00
