Kommunenummer,Kommune,År,Bygningstype,Sort_Bygningstype,Bygningstype_9_gr,Sort_Bygningstype_9_gr,Bygningstype_4_gr,Sort_Bygningstype_4_gr,Antall
4028,Kviteseid,01.01.2015,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4028,Kviteseid,01.01.2016,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4028,Kviteseid,01.01.2017,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4028,Kviteseid,01.01.2018,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4028,Kviteseid,01.01.2019,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4028,Kviteseid,01.01.2020,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4028,Kviteseid,01.01.2021,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,3
4028,Kviteseid,01.01.2022,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4028,Kviteseid,01.01.2023,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4028,Kviteseid,01.01.2024,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4028,Kviteseid,01.01.2025,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2000,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2001,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,4
4030,Nissedal,01.01.2002,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2003,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2004,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2005,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2006,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2007,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2008,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2009,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2010,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2011,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2012,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2013,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2014,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2015,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2016,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2017,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2018,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2019,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2020,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2021,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2022,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2023,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2024,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4030,Nissedal,01.01.2025,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2000,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2001,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,16
4032,Fyresdal,01.01.2002,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2003,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2004,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2005,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2006,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2007,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2008,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2009,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2010,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2011,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2012,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2013,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2014,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2015,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2016,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2017,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2018,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2019,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2020,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2021,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2022,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2023,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2024,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4032,Fyresdal,01.01.2025,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2000,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2001,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2002,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2003,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2004,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2005,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2006,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2007,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2008,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2009,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2010,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2011,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2012,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2013,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2014,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2015,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2016,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2017,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2018,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2019,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2020,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2021,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2022,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2023,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2024,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4034,Tokke,01.01.2025,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2000,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2001,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2002,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2003,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2004,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2005,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2006,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2007,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2008,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2009,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2010,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2011,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2012,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2013,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2014,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2015,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2016,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2017,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2018,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2019,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2020,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2021,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2022,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2023,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2024,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4036,Vinje,01.01.2025,Bo- og servicesenter,16,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2000,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2001,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,20
4001,Porsgrunn,01.01.2002,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2003,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2004,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2005,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2006,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2007,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2008,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2009,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2010,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,34
4001,Porsgrunn,01.01.2011,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2012,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2013,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2014,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,18
4001,Porsgrunn,01.01.2015,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,103
4001,Porsgrunn,01.01.2016,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2017,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2018,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2019,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2020,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,20
4001,Porsgrunn,01.01.2021,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2022,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2023,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2024,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4001,Porsgrunn,01.01.2025,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,232
4003,Skien,01.01.2000,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2001,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2002,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2003,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2004,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2005,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2006,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2007,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2008,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2009,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2010,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2011,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2012,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2013,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2014,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2015,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2016,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2017,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2018,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2019,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2020,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2021,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2022,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2023,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2024,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4003,Skien,01.01.2025,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2000,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2001,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2002,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2003,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2004,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2005,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2006,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2007,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2008,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2009,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2010,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2011,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2012,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2013,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2014,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2015,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2016,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2017,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2018,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,56
4005,Notodden,01.01.2019,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,48
4005,Notodden,01.01.2020,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2021,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2022,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2023,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2024,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4005,Notodden,01.01.2025,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4010,Siljan,01.01.2000,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4010,Siljan,01.01.2001,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4010,Siljan,01.01.2002,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4010,Siljan,01.01.2003,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4010,Siljan,01.01.2004,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4010,Siljan,01.01.2005,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4010,Siljan,01.01.2006,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4010,Siljan,01.01.2007,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4010,Siljan,01.01.2008,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4010,Siljan,01.01.2009,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
4010,Siljan,01.01.2010,Studenthjem/studentboliger,8,Bygning for bofellesskap,5.0,Annen boligbygging,4.0,0
